|2000|,|1430708|,|C00000059|,|Hallmark Cards|,||,||,|  |,|     |,||,|C1400|,06/08/2000,1000.0,|C00341867|,,|C00341867|,|PI|,|J1200|,|A|,|M7 |,|P|,|20035983133|,|24K|,|C1400|,|PAC  |
|2004|,|2218008|,|C00382150|,|GEO Group|,|Democratic Congressional Campaign|,|Washington|,|DC|,|20003|,||,|G7000|,09/01/2004,10000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|Q3 |,|P|,|24962426658|,|24K|,|G7000|,|PAC  |
|2004|,|2930015|,|C00382168|,|GSP Consulting|,|HOUSTON HARBAUGH LEGISLATIVE SERVI|,|Pittsburgh|,|PA|,|15222|,||,|K2000|,12/02/2004,500.0,|C00407932|,,|C00407932|,|PB|,|K2000|,|N|,|YE |,|P|,|25970053242|,|24K|,|K2000|,|PAC  |
|2004|,|0488716|,|C00382242|,|SBC Communications|,|SBC COMMUNICATIONS INC EMPLOYEE FE|,|SAN ANTONIO|,|TX|,|78205|,||,|C4100|,08/06/2003,2500.0,|C00382242|,|D|,|C00109017|,|PI|,|J2100|,|N|,|M9 |,|P|,|23991960184|,|18K|,|C4100|,|PAC  |
|2004|,|0614130|,|C00382242|,|Intl Brotherhood of Electrical Workers|,|INTERNATIONAL BROTHERHOOD OF ELECT|,|WASHINGTON|,|DC|,|20005|,||,|LC150|,09/08/2003,1000.0,|C00382242|,|D|,|C00027342|,|PI|,|J2100|,|N|,|M10|,|P|,|23992180135|,|18K|,|LC150|,|PAC  |
|2004|,|1322574|,|C00382242|,|SBC Communications|,|SBC COMMUNICATIONS INC EMPLOYEE FE|,|SAN ANTONIO|,|TX|,|78205|,||,|C4100|,03/16/2004,1500.0,|C00382242|,|D|,|C00109017|,|PI|,|J2100|,|N|,|M4 |,|P|,|24991124451|,|18K|,|C4100|,|PAC  |
|2004|,|0367572|,|C00380154|,|Marshall A Brachman LLC|,||,||,|  |,|     |,||,|K2000|,06/30/2003,1000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|MY |,|P|,|23038133369|,|24K|,|K2000|,|PAC  |
|2004|,|1886841|,|C00381194|,|Alliant Techsystems|,||,||,|  |,|     |,||,|D8000|,04/12/2004,1500.0,|C00381194|,|D|,|C00250209|,|PI|,|J2100|,|N|,|Q2 |,|P|,|24038452925|,|18K|,|D8000|,|PAC  |
|2004|,|2627654|,|C00381194|,|Boeing Co|,||,||,|  |,|     |,||,|D2000|,09/22/2004,1500.0,|C00381194|,|D|,|C00142711|,|PI|,|J2100|,|N|,|Q3 |,|P|,|24038551926|,|18K|,|D2000|,|PAC  |
|2004|,|2629702|,|C00381194|,|Show-Me Fund|,||,||,|  |,|     |,||,|J2100|,09/13/2004,1000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|Q3 |,|P|,|24038551932|,|24K|,|J2100|,|PAC  |
|2004|,|0959143|,|C00381681|,|Teamsters Union|,||,||,|  |,|     |,||,|LT300|,12/15/2003,5000.0,|C00381681|,|D|,|C00032979|,|PI|,|J2100|,|N|,|YE |,|P|,|24038284376|,|18K|,|LT300|,|PAC  |
|2004|,|0959145|,|C00381681|,|Carpenters & Joiners Union|,||,||,|  |,|     |,||,|LB100|,10/20/2003,5000.0,|C00381681|,|D|,|C00001016|,|PI|,|J2100|,|N|,|YE |,|P|,|24038284376|,|18K|,|LB100|,|PAC  |
|2004|,|0221782|,|C00381699|,|US India PAC|,|Vermont State Democratic Federal C|,|Montpelier|,|VT|,|05601|,||,|J7500|,04/22/2003,5000.0,|C00024679|,|D|,|C00024679|,|DP|,|Z5200|,|N|,|Q2 |,|P|,|23991349195|,|24K|,|J7500|,|PAC  |
|2004|,|0755941|,|C00382978|,|Case for Congress|,|Democratic Congressional Campaign|,|Washington|,|DC|,|20003|,||,|Z1200|,12/18/2003,5000.0,|C00347864|,|D|,|C00347864|,|DP|,|Z5200|,|N|,|YE |,|P|,|24990089503|,|24K|,|Z1200|,|PAC  |
|2004|,|2790566|,|C00382978|,|Case for Congress|,|Democratic Congressional Campaign|,|Washington|,|DC|,|20003|,||,|Z1200|,12/18/2003,5000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|A|,|YE |,|P|,|24981797385|,|24K|,|Z1200|,|PAC  |
|2004|,|0441789|,|C00383018|,|Pappas Telecasting Companies|,|Pappas Telecasting Companies|,|Visaila|,|CA|,|93277|,||,|C2100|,01/31/2003,5000.0,|C00383018|,,|C00383018|,|PB|,|C2100|,|N|,|MY |,|P|,|23991636954|,|22Z|,|C2100|,|PAC  |
|2004|,|2359203|,|C00383018|,|Pappas Telecasting Companies|,|Democratic Congressional Campaign|,|Washington|,|DC|,|20003|,||,|C2100|,09/27/2004,1000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|Q3 |,|G|,|24962535108|,|24K|,|C2100|,|PAC  |
|2004|,|2365957|,|C00383174|,|Hostetler, Greg|,|Hostetler, Greg|,|Los Banos|,|CA|,|93635|,|Ranchwood Development|,,09/29/2004,8000.0,|C00383174|,|R|,||,|RP|,|Z5100|,|N|,|M10|,|P|,|24962624456|,|16G|,|     |,|     |
|2004|,|0381704|,|C00383224|,|American Council of Life Insurers|,|American Council of Life Insurers|,|Washington|,|DC|,|20004|,||,|F3300|,06/30/2003,2500.0,|C00383224|,,|C00147066|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626071|,|18K|,|F3300|,|PAC  |
|2004|,|0381705|,|C00383224|,|American Health Care Assn|,|American Health Care Association P|,|Washington|,|DC|,|20005|,||,|H2200|,05/21/2003,2500.0,|C00383224|,,|C00006080|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626072|,|18K|,|H2200|,|PAC  |
|2004|,|0381706|,|C00383224|,|Assn of Trial Lawyers of America|,|Association of Trial Lawyers of Am|,|Washington|,|DC|,|20007|,||,|K1100|,05/07/2003,5000.0,|C00383224|,,|C00024521|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626072|,|18K|,|K1100|,|PAC  |
|2004|,|0381707|,|C00383224|,|BellSouth Corp|,|BellSouth Corp Employees Federal P|,|Atlanta|,|GA|,|30309|,||,|C4100|,06/24/2003,1000.0,|C00383224|,,|C00174060|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626072|,|18K|,|C4100|,|PAC  |
|2004|,|0381714|,|C00383224|,|MCI Inc|,|MCI Employees Political Action Com|,|Washington|,|DC|,|20036|,||,|C4200|,05/13/2003,5000.0,|C00383224|,,|C00142836|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626075|,|18K|,|C4200|,|PAC  |
|2004|,|0381715|,|C00383224|,|CORPAC|,|New Jersey United Federal PAC Inc.|,|Newark|,|NJ|,|07102|,||,|J2100|,06/19/2003,5000.0,|C00383224|,,|C00365197|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626075|,|18K|,|J2100|,|PAC  |
|2004|,|0193002|,|C00382275|,|Butler, Snow et al|,|SENATE VICTORY FUND PAC (FKA COCHR|,|TUPELO|,|MS|,|38802|,||,|K2000|,04/25/2003,1000.0,|C00202861|,|R|,|C00202861|,|PI|,|J2200|,|N|,|MY |,|P|,|23991200593|,|24K|,|K2000|,|PAC  |
|2004|,|2648281|,|C00382283|,|Pete Stark Re-Election Cmte|,||,||,|  |,|     |,||,|Z1200|,08/31/2004,3000.0,|C00382283|,,|C00020974|,|PI|,|Y0000|,|N|,|Q3 |,|P|,|24038611951|,|18K|,|Z1200|,|PAC  |
|2004|,|2648282|,|C00382283|,|United Democratic Campaign Alameda Cnty|,||,||,|  |,|     |,||,|J1200|,09/28/2004,500.0,|C00382283|,,|C00403774|,|PI|,|Y0000|,|N|,|Q3 |,|P|,|24038611953|,|18G|,|J1200|,|PAC  |
|2004|,|2906261|,|C00382283|,|United Democratic Campaign Alameda Cnty|,||,||,|  |,|     |,||,|J1200|,10/26/2004,750.0,|C00382283|,,|C00403774|,|PI|,|Y0000|,|N|,|30G|,|P|,|24038661965|,|18K|,|J1200|,|PAC  |
|2004|,|0125885|,|C00382291|,|Cuba Libre PAC|,||,||,|  |,|     |,||,|J5200|,03/31/2003,1000.0,|C00382036|,|R|,|C00382036|,|PI|,|J2200|,|N|,|Q1 |,|P|,|23038053742|,|24K|,|J5200|,|PAC  |
|2004|,|0948015|,|C00382333|,|Amvest Corp|,|AMVEST Corporation PAC|,|Charlottesville|,|VA|,|22905|,||,|E1210|,10/18/2003,2000.0,|C00382333|,|D|,|C00266551|,|PI|,|J2100|,|N|,|YE |,|P|,|24990352966|,|18K|,|E1210|,|PAC  |
|2004|,|0948016|,|C00382333|,|BAE Systems North America|,|BAE Systems USA PAC|,|Arlington|,|VA|,|22202|,||,|D2000|,10/21/2003,1000.0,|C00382333|,|D|,|C00281212|,|PI|,|J2100|,|N|,|YE |,|P|,|24990352966|,|18K|,|D2000|,|PAC  |
|2004|,|0948017|,|C00382333|,|Boeing Co|,|Boeing Company PAC|,|Arlington|,|VA|,|22209|,||,|D2000|,10/21/2003,1000.0,|C00382333|,|D|,|C00142711|,|PI|,|J2100|,|N|,|YE |,|P|,|24990352966|,|18K|,|D2000|,|PAC  |
|2004|,|0948024|,|C00382333|,|Summit PAC|,|Democratic Congressional Campaign|,|Washington|,|DC|,|20003|,||,|J2100|,12/01/2003,15000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|YE |,|P|,|24990352980|,|24K|,|J2100|,|PAC  |
|2004|,|0948025|,|C00382333|,|Summit PAC|,|Democratic Congressional Campaign|,|Washington|,|DC|,|20003|,||,|J2100|,12/16/2003,10000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|YE |,|P|,|24990352980|,|24K|,|J2100|,|PAC  |
|2004|,|0948035|,|C00382333|,|Summit PAC|,|Boeing Company PAC|,|Arlington|,|VA|,|22209|,||,|J2100|,12/20/2003,1000.0,|C00142711|,,|C00142711|,|PB|,|D2000|,|N|,|YE |,|P|,|24990352985|,|22Z|,|J2100|,|PAC  |
|2004|,|2054728|,|C00382333|,|Northrop Grumman|,|Employees of Northrop Grumman Corp|,|Los Angeles|,|CA|,|90071|,||,|D5000|,01/23/2004,1000.0,|C00382333|,|D|,|C00088591|,|PI|,|J2100|,|A|,|Q1 |,|P|,|24971452381|,|18K|,|D5000|,|PAC  |
|2004|,|2704451|,|C00382333|,|EG&G Technical Services|,|EG&G PAC|,|Gaithersburg|,|MD|,|20878|,||,|C5000|,10/20/2004,1000.0,|C00382333|,|D|,|C00356543|,|PI|,|J2100|,|N|,|30G|,|P|,|24981482315|,|18K|,|C5000|,|PAC  |
|2004|,|2704452|,|C00382333|,|Northrop Grumman|,|Employees of Northrop Grumman Corp|,|Los Angeles|,|CA|,|90071|,||,|D5000|,10/25/2004,1000.0,|C00382333|,|D|,|C00088591|,|PI|,|J2100|,|N|,|30G|,|P|,|24981482315|,|18K|,|D5000|,|PAC  |
|2004|,|2704453|,|C00382333|,|MZM Inc|,|MZM Inc.  PAC|,|Washington|,|DC|,|20036|,||,|D9000|,10/06/2004,2000.0,|C00382333|,|D|,|C00369884|,|PI|,|J2100|,|N|,|30G|,|P|,|24981482315|,|18K|,|D9000|,|PAC  |
|2004|,|0071599|,|C00382382|,|Peckham Industries|,|PECKHAM INDUSTRIES INC FEDFERAL PA|,|WHITE PLAINS|,|NY|,|10603|,||,|B5000|,02/13/2003,2500.0,|C00382382|,,|C00343681|,|PB|,|B1000|,|N|,|Q1 |,|P|,|23990725996|,|18K|,|B5000|,|PAC  |
|2004|,|1143399|,|C00382382|,|Peckham Industries|,|PECKHAM INDUSTRIES INC FEDFERAL PA|,|WHITE PLAINS|,|NY|,|10603|,||,|B5000|,02/20/2004,1000.0,|C00382382|,,|C00343681|,|PB|,|B1000|,|N|,|Q1 |,|P|,|24990921931|,|18K|,|B5000|,|PAC  |
|2004|,|1397630|,|C00382416|,|Strategic Public Partners|,||,||,|  |,|     |,||,|K2000|,01/05/2004,500.0,|C00370668|,|R|,|C00370668|,|PI|,|J2200|,|N|,|Q1 |,|P|,|24038382582|,|24K|,|K2000|,|PAC  |
|2004|,|0296062|,|C00383158|,|Mondale for Senate|,||,||,|  |,|     |,||,|Z1200|,04/09/2003,100000.0,|C00025254|,|D|,|C00025254|,|DP|,|Z5200|,|N|,|Q2 |,|P|,|23020250695|,|24K|,|Z1200|,|PAC  |
|2004|,|0381703|,|C00383224|,|American Fedn of St/Cnty/Munic Employees|,|Amer Fed of State County & Municip|,|Washington|,|DC|,|20036|,||,|L1200|,06/24/2003,5000.0,|C00383224|,,|C00011114|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626071|,|18K|,|L1200|,|PAC  |
|2004|,|0381708|,|C00383224|,|Cmte for a Democratic Majority|,|Committee for a Democratic Majorit|,|Washington|,|DC|,|20002|,||,|J2100|,06/12/2003,5000.0,|C00383224|,,|C00302067|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626073|,|18K|,|J2100|,|PAC  |
|2004|,|0381711|,|C00383224|,|First State PAC|,|First State PAC|,|Wilmington|,|DE|,|19804|,||,|J2100|,05/13/2003,1000.0,|C00383224|,,|C00363648|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626074|,|18K|,|J2100|,|PAC  |
|2004|,|0381713|,|C00383224|,|Leadership in the New Century|,|Leadership in the New Century|,|Washington|,|DC|,|20006|,||,|J2100|,06/27/2003,2500.0,|C00383224|,,|C00366179|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626074|,|18K|,|J2100|,|PAC  |
|2004|,|0381718|,|C00383224|,|Transportation Communications Union|,|Responsible Citizens Political Lea|,|Rockville|,|MD|,|20850|,||,|LT600|,05/09/2003,1000.0,|C00383224|,,|C00006338|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626076|,|18K|,|LT600|,|PAC  |
|2004|,|0949684|,|C00383224|,|Democratic Senatorial Campaign Cmte|,|Democratic Senatorial Campaign Com|,|Washington|,|DC|,|20002|,||,|Z5200|,08/06/2003,5000.0,|C00383224|,|D|,|C00042366|,|PI|,|J1200|,|N|,|YE |,|P|,|24990389899|,|18K|,|Z5200|,|PAC  |
|2004|,|0949686|,|C00383224|,|Communications Workers of America|,|CWA - COPE PCC|,|Washington|,|DC|,|20001|,||,|LC100|,07/22/2003,5000.0,|C00383224|,,|C00002089|,|PI|,|J1200|,|N|,|YE |,|P|,|24990389900|,|18K|,|LC100|,|PAC  |
|2004|,|0949694|,|C00383224|,|DSMF/NHP 2003|,|DSMF/NHP 2003|,|Washington|,|DC|,|20005|,||,|Z4200|,12/05/2003,1450.0,|C00383224|,|D|,|C00392159|,|PI|,|J1200|,|N|,|YE |,|P|,|24990389903|,|18G|,|Z4200|,|PAC  |
|2004|,|0949696|,|C00383224|,|National League of Postmasters|,|National League of Postmasters PAC|,|Alexandria|,|VA|,|22314|,||,|L1500|,11/17/2003,750.0,|C00383224|,,|C00164152|,|PI|,|J1200|,|N|,|YE |,|P|,|24990389903|,|18G|,|L1500|,|PAC  |
|2004|,|1186897|,|C00383224|,|Duke Energy|,|Duke Energy Corporation PAC|,|Charlotte|,|NC|,|28202|,||,|E1620|,12/01/2003,1250.0,|C00383224|,,|C00083535|,|PI|,|J1200|,|N|,|Q1 |,|P|,|24991008691|,|18G|,|E1620|,|PAC  |
|2004|,|0382008|,|C00383232|,|AmeriPAC: The Fund for a Greater America|,|Ameripac: The Fund For A Greater A|,|Washington|,|DC|,|20003|,||,|J2100|,04/17/2003,5000.0,|C00383232|,,|C00271338|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626554|,|18K|,|J2100|,|PAC  |
|2004|,|0382011|,|C00383232|,|Berman for Congress|,|Berman for Congress|,|Beverly Hills|,|CA|,|90211|,||,|Z1200|,04/25/2003,5000.0,|C00383232|,,|C00147686|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626555|,|18K|,|Z1200|,|PAC  |
|2004|,|0382013|,|C00383232|,|Bob Matsui for Congress Cmte|,|Bob Matsui for Congress|,|Beverly Hills|,|CA|,|90211|,||,|Z1200|,03/12/2003,5000.0,|C00383232|,,|C00085688|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626556|,|18K|,|Z1200|,|PAC  |
|2004|,|0382021|,|C00383232|,|EMILY's List|,|EMILY's List|,|Washington|,|DC|,|20005|,||,|J7400|,05/07/2003,5000.0,|C00383232|,,|C00193433|,|PI|,|J1200|,|N|,|MY |,|P|,|23991626559|,|18K|,|J7400|,|PAC  |
|2004|,|0507863|,|C00382424|,|American College of Surgeons Prof Assn|,|America's Foundation FKA Fight - P|,|Washington|,|DC|,|20036|,||,|H1130|,03/19/2003,1500.0,|C00305797|,|R|,|C00305797|,|PI|,|J2200|,|A|,|MY |,|P|,|23992007578|,|24K|,|H1130|,|PAC  |
|2004|,|0769135|,|C00382424|,|American College of Surgeons Prof Assn|,|CARE PAC|,|Washington|,|DC|,|20002|,||,|H1130|,09/29/2003,1000.0,|C00389668|,|R|,|C00389668|,|PI|,|J2200|,|N|,|YE |,|P|,|24990144919|,|24K|,|H1130|,|PAC  |
|2004|,|3008577|,|C00382291|,|Cuba Libre PAC|,||,||,|  |,|     |,||,|J5200|,03/10/2003,1000.0,|C00305797|,|R|,|C00305797|,|PI|,|J2200|,|N|,|Q1 |,|P|,|23038053741|,|24K|,|J5200|,|PAC  |
|2004|,|0948030|,|C00382333|,|Summit PAC|,|PAC to the Future|,|San Francisco|,|CA|,|94104|,||,|J2100|,12/01/2003,5000.0,|C00344234|,|D|,|C00344234|,|PI|,|J2100|,|N|,|YE |,|P|,|24990352982|,|24K|,|J2100|,|PAC  |
|2004|,|2054731|,|C00382333|,|Summit PAC|,|Democratic Congressional Campaign|,|Washington|,|DC|,|20003|,||,|J2100|,01/01/2004,25000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|A|,|Q1 |,|P|,|24971452385|,|24K|,|J2100|,|PAC  |
|2004|,|0507881|,|C00382424|,|American College of Surgeons Prof Assn|,|Keep Our Majority PAC|,|Alexandria|,|VA|,|22320|,||,|H1130|,05/08/2003,5000.0,|C00307405|,|R|,|C00307405|,|PI|,|J2200|,|A|,|MY |,|P|,|23992007584|,|24K|,|H1130|,|PAC  |
|2004|,|0512877|,|C00381699|,|US India PAC|,|Federal Victory Fund|,|Annandale|,|VA|,|22003|,||,|J7500|,08/20/2003,5000.0,|C00355271|,|R|,|C00355271|,|PI|,|J2200|,|N|,|Q3 |,|P|,|23992026923|,|24K|,|J7500|,|PAC  |
|2004|,|2175124|,|C00380196|,|Friends of Snowmobiling|,|NATIONAL REPUBLICAN SENATORIAL COM|,|WASHINGTON|,|DC|,|20002|,||,|J9000|,09/27/2004,250.0,|C00027466|,|R|,|C00027466|,|RP|,|Z5100|,|N|,|Q3 |,|P|,|24971609781|,|24K|,|J9000|,|PAC  |
|2004|,|0001996|,|C00380204|,|MedCath Inc|,|REPUBLICAN PARTY OF LOUISIANA|,|Baton Rouge|,|LA|,|70809|,||,|H2000|,01/13/2003,-2000.0,|C00187450|,|R|,|C00187450|,|RP|,|Z5100|,|N|,|M2 |,|P|,|23990406611|,|24K|,|H2000|,|PAC  |
|2004|,|0529979|,|C00380204|,|MedCath Inc|,|AMERICANS FOR A REPUBLICAN MAJORIT|,|WASHINGTON|,|DC|,|20036|,||,|H2000|,09/03/2003,500.0,|C00292946|,|R|,|C00292946|,|PI|,|J2200|,|N|,|M10|,|P|,|23992155353|,|24K|,|H2000|,|PAC  |
|2004|,|0507887|,|C00382424|,|American College of Surgeons Prof Assn|,|National Republican Congressional|,|Washington|,|DC|,|20003|,||,|H1130|,03/10/2003,1000.0,|C00075820|,|R|,|C00075820|,|RP|,|Z5100|,|A|,|MY |,|P|,|23992007586|,|24K|,|H1130|,|PAC  |
|2004|,|0769138|,|C00382424|,|American College of Surgeons Prof Assn|,|Congressional Leadership Fund|,|Newport Beach|,|CA|,|92652|,||,|H1130|,07/15/2003,1000.0,|C00353888|,|R|,|C00353888|,|PI|,|J2200|,|N|,|YE |,|P|,|24990144920|,|24K|,|H1130|,|PAC  |
|2004|,|0769160|,|C00382424|,|American College of Surgeons Prof Assn|,|Republican Main Street Partnership|,|Washington|,|DC|,|20007|,||,|H1130|,11/10/2003,1000.0,|C00165159|,,|C00165159|,|PI|,|J1100|,|N|,|YE |,|P|,|24990144928|,|24K|,|H1130|,|PAC  |
|2004|,|1069554|,|C00382424|,|American College of Surgeons Prof Assn|,|Together for Our Majority Politica|,|Arlington|,|VA|,|22215|,||,|H1130|,02/11/2004,5000.0,|C00364174|,|R|,|C00364174|,|PI|,|J2200|,|N|,|M3 |,|P|,|24990761654|,|24K|,|H1130|,|PAC  |
|2004|,|1402887|,|C00382424|,|American College of Surgeons Prof Assn|,|Burr Senate Victory Committee|,|Washington|,|DC|,|20013|,||,|H1130|,04/23/2004,1250.0,|C00396564|,|R|,|C00396564|,|RP|,|Z4100|,|N|,|M5 |,|P|,|24961260761|,|24K|,|H1130|,|PAC  |
|2004|,|1511440|,|C00382424|,|American College of Surgeons Prof Assn|,|National Republican Congressional|,|Washington|,|DC|,|20003|,||,|H1130|,05/11/2004,5000.0,|C00075820|,|R|,|C00075820|,|RP|,|Z5100|,|A|,|M6 |,|P|,|24971248895|,|24K|,|H1130|,|PAC  |
|2004|,|2504915|,|C00382424|,|American College of Surgeons Prof Assn|,|Springfield Republican Event 2004|,|Washington|,|DC|,|20005|,||,|H1130|,10/05/2004,12000.0,|C00405126|,|R|,|C00405126|,|RP|,|Z4100|,|A|,|12G|,|P|,|24971876182|,|24K|,|H1130|,|PAC  |
|2004|,|3004852|,|C00382424|,|American College of Surgeons Prof Assn|,|DOC PAC|,|Washington|,|DC|,|20035|,||,|H1130|,05/20/2004,1000.0,|C00396721|,|R|,|C00396721|,|PI|,|J2200|,|A|,|M6 |,|P|,|25980489238|,|24K|,|H1130|,|PAC  |
|2004|,|0769159|,|C00382424|,|American College of Surgeons Prof Assn|,|Promoting Republicans You Can Elec|,|Washington|,|DC|,|20036|,||,|H1130|,11/10/2003,2000.0,|C00330068|,|R|,|C00330068|,|PI|,|J2200|,|N|,|YE |,|P|,|24990144927|,|24K|,|H1130|,|PAC  |
|2004|,|0769164|,|C00382424|,|American College of Surgeons Prof Assn|,|Texas Freedom Fund|,|Alexandria|,|VA|,|22301|,||,|H1130|,09/10/2003,2000.0,|C00340661|,|R|,|C00340661|,|PI|,|J2200|,|N|,|YE |,|P|,|24990144929|,|24K|,|H1130|,|PAC  |
|2004|,|1217351|,|C00382424|,|American College of Surgeons Prof Assn|,|Keep Our Majority PAC|,|Alexandria|,|VA|,|22320|,||,|H1130|,03/04/2004,5000.0,|C00307405|,|R|,|C00307405|,|PI|,|J2200|,|N|,|M4 |,|P|,|24991076206|,|24K|,|H1130|,|PAC  |
|2004|,|1511444|,|C00382424|,|American College of Surgeons Prof Assn|,|Republican National Committee|,|Washington|,|DC|,|20003|,||,|H1130|,05/17/2004,15000.0,|C00003418|,|R|,|C00003418|,|RP|,|Z5100|,|A|,|M6 |,|P|,|24971248897|,|24K|,|H1130|,|PAC  |
|2004|,|1651520|,|C00382424|,|American College of Surgeons Prof Assn|,|Congressional Majority Committee|,|Bakersfield|,|CA|,|93302|,||,|H1130|,06/14/2004,5000.0,|C00117721|,|R|,|C00117721|,|PI|,|J2200|,|N|,|M7 |,|P|,|24961798091|,|24K|,|H1130|,|PAC  |
|2004|,|2412324|,|C00381442|,|Obama for Illinois|,||,||,|  |,|     |,||,|Z1200|,09/30/2004,25000.0,|C00399238|,|D|,|C00399238|,|DP|,|Z4200|,|N|,|Q3 |,|G|,|24020793954|,|24K|,|Z1200|,|PAC  |
|2004|,|2753331|,|C00381442|,|Obama for Illinois|,||,||,|  |,|     |,||,|Z1200|,10/26/2004,50000.0,|C00042366|,|D|,|C00042366|,|DP|,|Z5200|,|N|,|30G|,|G|,|24021022062|,|24K|,|Z1200|,|PAC  |
|2004|,|2753336|,|C00381442|,|Obama for Illinois|,||,||,|  |,|     |,||,|Z1200|,10/26/2004,12500.0,|C00011197|,|D|,|C00011197|,|DP|,|Z5200|,|N|,|30G|,|G|,|24021022065|,|24K|,|Z1200|,|PAC  |
|2004|,|2753338|,|C00381442|,|Obama for Illinois|,||,||,|  |,|     |,||,|Z1200|,10/14/2004,25000.0,|C00364901|,|D|,|C00364901|,|PI|,|J2100|,|N|,|30G|,|G|,|24021022065|,|24K|,|Z1200|,|PAC  |
|2004|,|1636907|,|C00381459|,|American Assn for Vascular Surgery|,|COMMITTEE FOR THE PRESERVATION OF|,|Alexandria|,|VA|,|22304|,||,|H1130|,05/17/2004,1000.0,|C00328468|,|R|,|C00328468|,|PI|,|J2200|,|N|,|Q2 |,|P|,|24961774302|,|24K|,|H1130|,|PAC  |
|2004|,|2322222|,|C00381459|,|American Assn for Vascular Surgery|,|ERICPAC|,|Washington|,|DC|,|20009|,||,|H1130|,09/30/2004,1000.0,|C00384701|,|R|,|C00384701|,|PI|,|J2200|,|N|,|Q3 |,|P|,|24962509710|,|24K|,|H1130|,|PAC  |
|2004|,|2627656|,|C00381467|,|Pete Stark Re-Election Cmte|,||,||,|  |,|     |,||,|Z1200|,08/13/2004,1000.0,|C00381467|,,|C00020974|,|PI|,|Y0000|,|N|,|Q3 |,|P|,|24038542229|,|18K|,|Z1200|,|PAC  |
|2004|,|1155901|,|C00381806|,|Progressive Choices PAC|,|Democratic Congressional Campaign|,|Washington|,|DC|,|20003|,||,|J2100|,03/31/2004,15000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|Q1 |,|P|,|24990964675|,|24K|,|J2100|,|PAC  |
|2004|,|1745750|,|C00381806|,|UNITE HERE|,|Hotel and Restaurant Workers Intl|,|Washington|,|DC|,|20007|,||,|LG000|,06/30/2004,5000.0,|C00381806|,|D|,|C00004515|,|PI|,|J2100|,|N|,|M7 |,|P|,|24961896090|,|18K|,|LG000|,|PAC  |
|2004|,|2663597|,|C00381806|,|Assn of Trial Lawyers of America|,|Association of Trial Lawyers of Am|,|Washington|,|DC|,|20007|,||,|K1100|,10/28/2004,5000.0,|C00381806|,|D|,|C00024521|,|PI|,|J2100|,|N|,|30G|,|P|,|24971945366|,|18K|,|K1100|,|PAC  |
|2004|,|2663598|,|C00381806|,|Machinists/Aerospace Workers Union|,|Machinists Non-Partisan Political|,|Upper Marlboro|,|MD|,|20772|,||,|LM100|,10/26/2004,5000.0,|C00381806|,|D|,|C00002469|,|PI|,|J2100|,|N|,|30G|,|P|,|24971945366|,|18K|,|LM100|,|PAC  |
|2004|,|2663599|,|C00381806|,|Moveon.org|,|MoveOn PAC|,|Berkeley|,|CA|,|94709|,||,|J1200|,10/26/2004,1000.0,|C00381806|,|D|,|C00341396|,|PI|,|J2100|,|N|,|30G|,|P|,|24971945366|,|18K|,|J1200|,|PAC  |
|2004|,|2663607|,|C00381806|,|Progressive Choices PAC|,|DEMOCRATIC PARTY OF ILLINOIS|,|Springfield|,|IL|,|62705|,||,|J2100|,10/19/2004,5000.0,|C00167015|,|D|,|C00167015|,|DP|,|Z5200|,|N|,|30G|,|P|,|24971945372|,|24K|,|J2100|,|PAC  |
|2004|,|0769155|,|C00382424|,|American College of Surgeons Prof Assn|,|People for Enterprise; Trade; and|,|Alexandria|,|VA|,|22308|,||,|H1130|,10/05/2003,1000.0,|C00363770|,|R|,|C00363770|,|PI|,|J2200|,|N|,|YE |,|P|,|24990144926|,|24K|,|H1130|,|PAC  |
